Sample in Buffer,Sample in Window,TRIGGER,cos_500kHz[15:0],cos_1MHz[15:0],cos_2MHz[15:0],cos_2_8MHz_wc[15:0],outputCos[17:0],filteredCos[18:0]
520,520,0,-8189,-13,-16385,17664,19386,-14671
521,521,0,-4238,-8205,-8191,-25088,5371,-7991
522,522,0,3,-14197,8193,-22528,-35477,-5650
523,523,0,4245,-16385,16384,20736,-27576,-13813
524,524,0,8197,-14189,8188,27136,20884,-18981
525,525,0,11589,-8189,-8196,-14848,30285,-11388
526,526,0,14193,3,-16385,-29952,-9403,-2394
527,527,0,15827,8197,-8191,8960,-19855,-4446
528,528,0,16384,14193,8193,31744,26837,-8854
529,529,0,15823,16384,16384,-2048,57272,-1038
530,530,0,14183,14183,8188,-32256,26063,13409
531,531,0,11578,8182,-8196,-5120,-8935,18248
532,532,0,8182,-13,-16385,31232,8500,13733
533,533,0,4230,-8205,-8191,11264,35310,14141
534,534,0,-13,-14197,8193,-28928,9343,21200
535,535,0,-4254,-16385,16384,-17664,-33992,20885
536,536,0,-8205,-14189,8188,25088,-26015,9776
537,537,0,-11596,-8189,-8196,22528,11835,2050
538,538,0,-14197,3,-16385,-20736,4788,4752
539,539,0,-15830,8197,-8191,-27136,-39029,5355
540,540,0,-16385,14193,8193,14848,-40916,-5072
541,541,0,-15826,16384,16384,29952,7607,-14667
542,542,0,-14189,14183,8188,-8960,26414,-10932
543,543,0,-11584,8182,-8196,-31744,-14011,-2962
544,544,0,-8189,-13,-16385,2048,-41286,-6095
545,545,0,-4238,-8205,-8191,32256,-10245,-15655
546,546,0,3,-14197,8193,5120,21867,-16260
547,547,0,4245,-16385,16384,-31232,72,-8761
548,548,0,8197,-14189,8188,-11264,-31084,-7648
549,549,0,11589,-8189,-8196,28928,-8115,-14463
550,550,0,14193,3,-16385,17664,34373,-14684
551,551,0,15827,8197,-8191,-25088,27761,-4256
552,552,0,16384,14193,8193,-22528,-7211,3216
553,553,0,15823,16384,16384,20736,3000,1011
554,554,0,14183,14183,8188,27136,48847,1634
555,555,0,11578,8182,-8196,-14848,50457,13641
556,556,0,8182,-13,-16385,-29952,-1228,24550
557,557,0,4230,-8205,-8191,8960,-25874,21174
558,558,0,-13,-14197,8193,31744,7039,12058
559,559,0,-4254,-16385,16384,-2048,26680,12310
560,560,0,-8205,-14189,8188,-32256,-10399,17441
561,561,0,-11596,-8189,-8196,-5120,-45509,12661
562,562,0,-14197,3,-16385,31232,-22860,-299
563,563,0,-15830,8197,-8191,11264,12939,-5977
564,564,0,-16385,14193,8193,-28928,-2516,-1996
565,565,0,-15826,16384,16384,-17664,-36169,-2376
566,566,0,-14189,14183,8188,25088,-21202,-11122
567,567,0,-11584,8182,-8196,22528,20037,-15033
568,568,0,-8189,-13,-16385,-20736,12986,-8145
569,569,0,-4238,-8205,-8191,-27136,-33029,-3881
570,570,0,3,-14197,8193,14848,-37525,-11654
571,571,0,4245,-16385,16384,29952,9800,-19579
572,572,0,8197,-14189,8188,-8960,30100,-14682
573,573,0,11589,-8189,-8196,-31744,-5811,-5322
574,574,0,14193,3,-16385,2048,-26299,-6110
575,575,0,15827,8197,-8191,32256,12145,-11921
576,576,0,16384,14193,8193,5120,50133,-7395
577,577,0,15823,16384,16384,-31232,30648,6062
578,578,0,14183,14183,8188,-11264,-3121,12966
579,579,0,11578,8182,-8196,28928,12057,10565
580,580,0,8182,-13,-16385,17664,42548,12258
581,581,0,4230,-8205,-8191,-25088,21742,21362
582,582,0,-13,-14197,8193,-22528,-27009,24127
583,583,0,-4254,-16385,16384,20736,-27592,14358
584,584,0,-8205,-14189,8188,27136,12385,5665
585,585,0,-11596,-8189,-8196,-14848,13883,8053
586,586,0,-14197,3,-16385,-29952,-32588,10517
587,587,0,-15830,8197,-8191,8960,-48245,1055
588,588,0,-16385,14193,8193,31744,-4820,-11139
589,589,0,-15826,16384,16384,-2048,24503,-10952
590,590,0,-14189,14183,8188,-32256,-5586,-3458
591,591,0,-11584,8182,-8196,-5120,-37307,-4423
592,592,0,-8189,-13,-16385,31232,-14662,-13197
593,593,0,-4238,-8205,-8191,11264,18939,-15213
594,594,0,3,-14197,8193,-28928,875,-8577
595,595,0,4245,-16385,16384,-17664,-33976,-7287
596,596,0,8197,-14189,8188,25088,-17516,-14871
597,597,0,11589,-8189,-8196,22528,28237,-17392
598,598,0,14193,3,-16385,-20736,27973,-8159
599,599,0,15827,8197,-8191,-27136,-10639,-146
600,600,0,16384,14193,8193,14848,-9259,-2788
601,601,0,15823,16384,16384,29952,40376,-4755
602,602,0,14183,14183,8188,-8960,58063,5933
603,603,0,11578,8182,-8196,-31744,14361,19707
604,604,0,8182,-13,-16385,2048,-18124,20833
605,605,0,4230,-8205,-8191,32256,6126,13697
606,606,0,-13,-14197,8193,5120,30335,13516
607,607,0,-4254,-16385,16384,-31232,56,19410
608,608,0,-8205,-14189,8188,-11264,-39583,16997
609,609,0,-11596,-8189,-8196,28928,-24517,4976
610,610,0,-14197,3,-16385,17664,11188,-1776
611,611,0,-15830,8197,-8191,-25088,-629,1243
612,612,0,-16385,14193,8193,-22528,-38868,930
613,613,0,-15826,16384,16384,20736,-29769,-8904
614,614,0,-14189,14183,8188,27136,17198,-15234
615,615,0,-11584,8182,-8196,-14848,22085,-9031
616,616,0,-8189,-13,-16385,-29952,-24390,-2381
617,617,0,-4238,-8205,-8191,8960,-42245,-8181
618,618,0,3,-14197,8193,31744,-1429,-17720
619,619,0,4245,-16385,16384,-2048,26696,-15863
620,620,0,8197,-14189,8188,-32256,-1900,-7207
621,621,0,11589,-8189,-8196,-5120,-29107,-6782
622,622,0,14193,3,-16385,31232,325,-13211
623,623,0,15827,8197,-8191,11264,41329,-11479
624,624,0,16384,14193,8193,-28928,29141,288
625,625,0,15823,16384,16384,-17664,-3400,7537
626,626,0,14183,14183,8188,25088,10447,5744
627,627,0,11578,8182,-8196,22528,48409,7637
628,628,0,8182,-13,-16385,-20736,36148,18784
629,629,0,4230,-8205,-8191,-27136,-16658,25473
630,630,0,-13,-14197,8193,14848,-29057,18124
631,631,0,-4254,-16385,16384,29952,9784,8594
632,632,0,-8205,-14189,8188,-8960,21601,9965
633,633,0,-11596,-8189,-8196,-31744,-22213,14119
634,634,0,-14197,3,-16385,2048,-49484,6800
635,635,0,-15830,8197,-8191,32256,-16245,-6421
636,636,0,-16385,14193,8193,5120,18476,-9680
637,637,0,-15826,16384,16384,-31232,-2121,-3851
638,638,0,-14189,14183,8188,-11264,-34770,-3900
639,639,0,-11584,8182,-8196,28928,-16315,-12105
640,640,0,-8189,-13,-16385,17664,19386,-14671
641,641,0,-4238,-8205,-8191,-25088,5371,-7991
642,642,0,3,-14197,8193,-22528,-35477,-5650
643,643,0,4245,-16385,16384,20736,-27576,-13813
644,644,0,8197,-14189,8188,27136,20884,-18981
645,645,0,11589,-8189,-8196,-14848,30285,-11388
646,646,0,14193,3,-16385,-29952,-9403,-2394
647,647,0,15827,8197,-8191,8960,-19855,-4446
648,648,0,16384,14193,8193,31744,26837,-8854
649,649,0,15823,16384,16384,-2048,57272,-1038
650,650,0,14183,14183,8188,-32256,26063,13409
651,651,0,11578,8182,-8196,-5120,-8935,18248
652,652,0,8182,-13,-16385,31232,8500,13733
653,653,0,4230,-8205,-8191,11264,35310,14141
654,654,0,-13,-14197,8193,-28928,9343,21200
655,655,0,-4254,-16385,16384,-17664,-33992,20885
656,656,0,-8205,-14189,8188,25088,-26015,9776
657,657,0,-11596,-8189,-8196,22528,11835,2050
658,658,0,-14197,3,-16385,-20736,4788,4752
659,659,0,-15830,8197,-8191,-27136,-39029,5355
660,660,0,-16385,14193,8193,14848,-40916,-5072
661,661,0,-15826,16384,16384,29952,7607,-14667
662,662,0,-14189,14183,8188,-8960,26414,-10932
663,663,0,-11584,8182,-8196,-31744,-14011,-2962
664,664,0,-8189,-13,-16385,2048,-41286,-6095
665,665,0,-4238,-8205,-8191,32256,-10245,-15655
666,666,0,3,-14197,8193,5120,21867,-16260
667,667,0,4245,-16385,16384,-31232,72,-8761
668,668,0,8197,-14189,8188,-11264,-31084,-7648
669,669,0,11589,-8189,-8196,28928,-8115,-14463
670,670,0,14193,3,-16385,17664,34373,-14684
671,671,0,15827,8197,-8191,-25088,27761,-4256
672,672,0,16384,14193,8193,-22528,-7211,3216
673,673,0,15823,16384,16384,20736,3000,1011
674,674,0,14183,14183,8188,27136,48847,1634
675,675,0,11578,8182,-8196,-14848,50457,13641
676,676,0,8182,-13,-16385,-29952,-1228,24550
677,677,0,4230,-8205,-8191,8960,-25874,21174
678,678,0,-13,-14197,8193,31744,7039,12058
679,679,0,-4254,-16385,16384,-2048,26680,12310
680,680,0,-8205,-14189,8188,-32256,-10399,17441
681,681,0,-11596,-8189,-8196,-5120,-45509,12661
682,682,0,-14197,3,-16385,31232,-22860,-299
683,683,0,-15830,8197,-8191,11264,12939,-5977
684,684,0,-16385,14193,8193,-28928,-2516,-1996
685,685,0,-15826,16384,16384,-17664,-36169,-2376
686,686,0,-14189,14183,8188,25088,-21202,-11122
687,687,0,-11584,8182,-8196,22528,20037,-15033
688,688,0,-8189,-13,-16385,-20736,12986,-8145
689,689,0,-4238,-8205,-8191,-27136,-33029,-3881
690,690,0,3,-14197,8193,14848,-37525,-11654
691,691,0,4245,-16385,16384,29952,9800,-19579
692,692,0,8197,-14189,8188,-8960,30100,-14682
693,693,0,11589,-8189,-8196,-31744,-5811,-5322
694,694,0,14193,3,-16385,2048,-26299,-6110
695,695,0,15827,8197,-8191,32256,12145,-11921
696,696,0,16384,14193,8193,5120,50133,-7395
697,697,0,15823,16384,16384,-31232,30648,6062
698,698,0,14183,14183,8188,-11264,-3121,12966
699,699,0,11578,8182,-8196,28928,12057,10565
700,700,0,8182,-13,-16385,17664,42548,12258
701,701,0,4230,-8205,-8191,-25088,21742,21362
702,702,0,-13,-14197,8193,-22528,-27009,24127
703,703,0,-4254,-16385,16384,20736,-27592,14358
704,704,0,-8205,-14189,8188,27136,12385,5665
705,705,0,-11596,-8189,-8196,-14848,13883,8053
706,706,0,-14197,3,-16385,-29952,-32588,10517
707,707,0,-15830,8197,-8191,8960,-48245,1055
708,708,0,-16385,14193,8193,31744,-4820,-11139
709,709,0,-15826,16384,16384,-2048,24503,-10952
710,710,0,-14189,14183,8188,-32256,-5586,-3458
711,711,0,-11584,8182,-8196,-5120,-37307,-4423
712,712,0,-8189,-13,-16385,31232,-14662,-13197
713,713,0,-4238,-8205,-8191,11264,18939,-15213
714,714,0,3,-14197,8193,-28928,875,-8577
715,715,0,4245,-16385,16384,-17664,-33976,-7287
716,716,0,8197,-14189,8188,25088,-17516,-14871
717,717,0,11589,-8189,-8196,22528,28237,-17392
718,718,0,14193,3,-16385,-20736,27973,-8159
719,719,0,15827,8197,-8191,-27136,-10639,-146
720,720,0,16384,14193,8193,14848,-9259,-2788
721,721,0,15823,16384,16384,29952,40376,-4755
722,722,0,14183,14183,8188,-8960,58063,5933
723,723,0,11578,8182,-8196,-31744,14361,19707
724,724,0,8182,-13,-16385,2048,-18124,20833
725,725,0,4230,-8205,-8191,32256,6126,13697
726,726,0,-13,-14197,8193,5120,30335,13516
727,727,0,-4254,-16385,16384,-31232,56,19410
728,728,0,-8205,-14189,8188,-11264,-39583,16997
729,729,0,-11596,-8189,-8196,28928,-24517,4976
730,730,0,-14197,3,-16385,17664,11188,-1776
731,731,0,-15830,8197,-8191,-25088,-629,1243
732,732,0,-16385,14193,8193,-22528,-38868,930
733,733,0,-15826,16384,16384,20736,-29769,-8904
734,734,0,-14189,14183,8188,27136,17198,-15234
735,735,0,-11584,8182,-8196,-14848,22085,-9031
736,736,0,-8189,-13,-16385,-29952,-24390,-2381
737,737,0,-4238,-8205,-8191,8192,-42245,-8181
738,738,0,3,-14197,8193,31744,-2197,-17720
739,739,0,4245,-16385,16384,-2048,26696,-16055
740,740,0,8197,-14189,8188,-32256,-1900,-7375
741,741,0,11589,-8189,-8196,-5120,-29107,-6929
742,742,0,14193,3,-16385,31232,325,-13340
743,743,0,15827,8197,-8191,11264,41329,-11592
744,744,0,16384,14193,8193,-28928,29141,189
745,745,0,15823,16384,16384,-17664,-3400,7450
746,746,0,14183,14183,8188,25088,10447,5668
747,747,0,11578,8182,-8196,22528,48409,7571
748,748,0,8182,-13,-16385,-20736,36148,18726
749,749,0,4230,-8205,-8191,-27136,-16658,25422
750,750,0,-13,-14197,8193,14848,-29057,18079
751,751,0,-4254,-16385,16384,29952,9784,8554
752,752,0,-8205,-14189,8188,-8192,21601,9930
753,753,0,-11596,-8189,-8196,-31744,-21445,14089
754,754,0,-14197,3,-16385,2048,-49484,6966
755,755,0,-15830,8197,-8191,32256,-16245,-6276
756,756,0,-16385,14193,8193,5120,18476,-9553
757,757,0,-15826,16384,16384,-31232,-2121,-3740
758,758,0,-14189,14183,8188,-11264,-34770,-3803
759,759,0,-11584,8182,-8196,28928,-16315,-12021
760,760,0,-8189,-13,-16385,17664,19386,-14598
761,761,0,-4238,-8205,-8191,-25088,5371,-7927
762,762,0,3,-14197,8193,-22528,-35477,-5594
763,763,0,4245,-16385,16384,20736,-27576,-13764
764,764,0,8197,-14189,8188,27136,20884,-18938
765,765,0,11589,-8189,-8196,-14848,30285,-11350
766,766,0,14193,3,-16385,-29952,-9403,-2360
767,767,0,15827,8197,-8191,8192,-19855,-4416
768,768,0,16384,14193,8193,31744,26069,-8828
769,769,0,15823,16384,16384,-2048,57272,-1208
770,770,0,14183,14183,8188,-32256,26063,13261
771,771,0,11578,8182,-8196,-5120,-8935,18119
772,772,0,8182,-13,-16385,31232,8500,13620
773,773,0,4230,-8205,-8191,11264,35310,14042
774,774,0,-13,-14197,8193,-28928,9343,21114
775,775,0,-4254,-16385,16384,-17664,-33992,20810
776,776,0,-8205,-14189,8188,25088,-26015,9710
777,777,0,-11596,-8189,-8196,22528,11835,1992
778,778,0,-14197,3,-16385,-20736,4788,4701
779,779,0,-15830,8197,-8191,-27136,-39029,5310
780,780,0,-16385,14193,8193,14848,-40916,-5111
781,781,0,-15826,16384,16384,29952,7607,-14702
782,782,0,-14189,14183,8188,-8192,26414,-10963
783,783,0,-11584,8182,-8196,-31744,-13243,-2990
784,784,0,-8189,-13,-16385,2048,-41286,-5927
785,785,0,-4238,-8205,-8191,32256,-10245,-15508
786,786,0,3,-14197,8193,5120,21867,-16131
787,787,0,4245,-16385,16384,-31232,72,-8648
788,788,0,8197,-14189,8188,-11264,-31084,-7549
789,789,0,11589,-8189,-8196,28928,-8115,-14377
790,790,0,14193,3,-16385,17664,34373,-14609
791,791,0,15827,8197,-8191,-25088,27761,-4190
792,792,0,16384,14193,8193,-22528,-7211,3274
793,793,0,15823,16384,16384,20736,3000,1062
794,794,0,14183,14183,8188,27136,48847,1679
795,795,0,11578,8182,-8196,-14848,50457,13680
796,796,0,8182,-13,-16385,-29952,-1228,24584
797,797,0,4230,-8205,-8191,8192,-25874,21204
798,798,0,-13,-14197,8193,31744,6271,12085
799,799,0,-4254,-16385,16384,-2048,26680,12142
800,800,0,-8205,-14189,8188,-32256,-10399,17294
801,801,0,-11596,-8189,-8196,-5120,-45509,12532
802,802,0,-14197,3,-16385,31232,-22860,-412
803,803,0,-15830,8197,-8191,11264,12939,-6076
804,804,0,-16385,14193,8193,-28928,-2516,-2082
805,805,0,-15826,16384,16384,-17664,-36169,-2451
806,806,0,-14189,14183,8188,25088,-21202,-11187
807,807,0,-11584,8182,-8196,22528,20037,-15090
808,808,0,-8189,-13,-16385,-20736,12986,-8195
809,809,0,-4238,-8205,-8191,-27136,-33029,-3925
810,810,0,3,-14197,8193,14848,-37525,-11692
811,811,0,4245,-16385,16384,29952,9800,-19612
812,812,0,8197,-14189,8188,-8192,30100,-14711
813,813,0,11589,-8189,-8196,-31744,-5043,-5348
814,814,0,14193,3,-16385,2048,-26299,-5941
815,815,0,15827,8197,-8191,32256,12145,-11774
816,816,0,16384,14193,8193,5120,50133,-7266
817,817,0,15823,16384,16384,-31232,30648,6175
818,818,0,14183,14183,8188,-11264,-3121,13065
819,819,0,11578,8182,-8196,28928,12057,10651
820,820,0,8182,-13,-16385,17664,42548,12333
821,821,0,4230,-8205,-8191,-25088,21742,21428
822,822,0,-13,-14197,8193,-22528,-27009,24185
823,823,0,-4254,-16385,16384,20736,-27592,14409
824,824,0,-8205,-14189,8188,27136,12385,5709
825,825,0,-11596,-8189,-8196,-14848,13883,8091
826,826,0,-14197,3,-16385,-29952,-32588,10550
827,827,0,-15830,8197,-8191,8192,-48245,1084
828,828,0,-16385,14193,8193,31744,-5588,-11113
829,829,0,-15826,16384,16384,-2048,24503,-11121
830,830,0,-14189,14183,8188,-32256,-5586,-3606
831,831,0,-11584,8182,-8196,-5120,-37307,-4552
832,832,0,-8189,-13,-16385,31232,-14662,-13310
833,833,0,-4238,-8205,-8191,11264,18939,-15312
834,834,0,3,-14197,8193,-28928,875,-8664
835,835,0,4245,-16385,16384,-17664,-33976,-7363
836,836,0,8197,-14189,8188,25088,-17516,-14937
837,837,0,11589,-8189,-8196,22528,28237,-17449
838,838,0,14193,3,-16385,-20736,27973,-8209
839,839,0,15827,8197,-8191,-27136,-10639,-190
840,840,0,16384,14193,8193,14848,-9259,-2826
841,841,0,15823,16384,16384,29952,40376,-4788
842,842,0,14183,14183,8188,-8192,58063,5904
843,843,0,11578,8182,-8196,-31744,15129,19681
844,844,0,8182,-13,-16385,2048,-18124,21003
845,845,0,4230,-8205,-8191,32256,6126,13846
846,846,0,-13,-14197,8193,5120,30335,13646
847,847,0,-4254,-16385,16384,-31232,56,19524
848,848,0,-8205,-14189,8188,-11264,-39583,17097
849,849,0,-11596,-8189,-8196,28928,-24517,5064
850,850,0,-14197,3,-16385,17664,11188,-1699
851,851,0,-15830,8197,-8191,-25088,-629,1310
852,852,0,-16385,14193,8193,-22528,-38868,989
853,853,0,-15826,16384,16384,20736,-29769,-8852
854,854,0,-14189,14183,8188,27136,17198,-15188
855,855,0,-11584,8182,-8196,-14848,22085,-8990
856,856,0,-8189,-13,-16385,-29952,-24390,-2345
857,857,0,-4238,-8205,-8191,8192,-42245,-8150
858,858,0,3,-14197,8193,31744,-2197,-17693
859,859,0,4245,-16385,16384,-2048,26696,-16031
860,860,0,8197,-14189,8188,-32256,-1900,-7354
861,861,0,11589,-8189,-8196,-5120,-29107,-6910
862,862,0,14193,3,-16385,31232,325,-13323
863,863,0,15827,8197,-8191,11264,41329,-11577
864,864,0,16384,14193,8193,-28928,29141,202
865,865,0,15823,16384,16384,-17664,-3400,7462
866,866,0,14183,14183,8188,25088,10447,5679
867,867,0,11578,8182,-8196,22528,48409,7580
868,868,0,8182,-13,-16385,-20736,36148,18734
869,869,0,4230,-8205,-8191,-27136,-16658,25429
870,870,0,-13,-14197,8193,14848,-29057,18085
871,871,0,-4254,-16385,16384,29952,9784,8560
872,872,0,-8205,-14189,8188,-8192,21601,9936
873,873,0,-11596,-8189,-8196,-31744,-21445,14094
874,874,0,-14197,3,-16385,2048,-49484,6971
875,875,0,-15830,8197,-8191,32256,-16245,-6272
876,876,0,-16385,14193,8193,5120,18476,-9550
877,877,0,-15826,16384,16384,-31232,-2121,-3738
878,878,0,-14189,14183,8188,-11264,-34770,-3801
879,879,0,-11584,8182,-8196,28928,-16315,-12019
880,880,0,-8189,-13,-16385,17664,19386,-14596
881,881,0,-4238,-8205,-8191,-25088,5371,-7925
882,882,0,3,-14197,8193,-22528,-35477,-5592
883,883,0,4245,-16385,16384,20736,-27576,-13763
884,884,0,8197,-14189,8188,27136,20884,-18937
885,885,0,11589,-8189,-8196,-14848,30285,-11349
886,886,0,14193,3,-16385,-29952,-9403,-2360
887,887,0,15827,8197,-8191,8192,-19855,-4416
888,888,0,16384,14193,8193,31744,26069,-8828
889,889,0,15823,16384,16384,-2048,57272,-1208
890,890,0,14183,14183,8188,-32256,26063,13261
891,891,0,11578,8182,-8196,-5120,-8935,18119
892,892,0,8182,-13,-16385,31232,8500,13620
893,893,0,4230,-8205,-8191,11264,35310,14042
894,894,0,-13,-14197,8193,-28928,9343,21114
895,895,0,-4254,-16385,16384,-17664,-33992,20810
896,896,0,-8205,-14189,8188,25088,-26015,9710
897,897,0,-11596,-8189,-8196,22528,11835,1992
898,898,0,-14197,3,-16385,-20736,4788,4701
899,899,0,-15830,8197,-8191,-27136,-39029,5310
900,900,0,-16385,14193,8193,14848,-40916,-5111
901,901,0,-15826,16384,16384,29952,7607,-14702
902,902,0,-14189,14183,8188,-8192,26414,-10963
903,903,0,-11584,8182,-8196,-31744,-13243,-2990
904,904,0,-8189,-13,-16385,2048,-41286,-5927
905,905,0,-4238,-8205,-8191,32256,-10245,-15508
906,906,0,3,-14197,8193,5120,21867,-16131
907,907,0,4245,-16385,16384,-31232,72,-8648
908,908,0,8197,-14189,8188,-11264,-31084,-7549
909,909,0,11589,-8189,-8196,28928,-8115,-14377
910,910,0,14193,3,-16385,17664,34373,-14609
911,911,0,15827,8197,-8191,-25088,27761,-4190
912,912,0,16384,14193,8193,-22528,-7211,3274
913,913,0,15823,16384,16384,20736,3000,1062
914,914,0,14183,14183,8188,27136,48847,1679
915,915,0,11578,8182,-8196,-14848,50457,13680
916,916,0,8182,-13,-16385,-29952,-1228,24584
917,917,0,4230,-8205,-8191,8192,-25874,21204
918,918,0,-13,-14197,8193,31744,6271,12085
919,919,0,-4254,-16385,16384,-2048,26680,12142
920,920,0,-8205,-14189,8188,-32256,-10399,17294
921,921,0,-11596,-8189,-8196,-5120,-45509,12532
922,922,0,-14197,3,-16385,31232,-22860,-412
923,923,0,-15830,8197,-8191,11264,12939,-6076
924,924,0,-16385,14193,8193,-28928,-2516,-2082
925,925,0,-15826,16384,16384,-17664,-36169,-2451
926,926,0,-14189,14183,8188,25088,-21202,-11187
927,927,0,-11584,8182,-8196,22528,20037,-15090
928,928,0,-8189,-13,-16385,-20736,12986,-8195
929,929,0,-4238,-8205,-8191,-27136,-33029,-3925
930,930,0,3,-14197,8193,14848,-37525,-11692
931,931,0,4245,-16385,16384,29952,9800,-19612
932,932,0,8197,-14189,8188,-8192,30100,-14711
933,933,0,11589,-8189,-8196,-31744,-5043,-5348
934,934,0,14193,3,-16385,2048,-26299,-5941
935,935,0,15827,8197,-8191,32256,12145,-11774
936,936,0,16384,14193,8193,5120,50133,-7266
937,937,0,15823,16384,16384,-31232,30648,6175
938,938,0,14183,14183,8188,-11264,-3121,13065
939,939,0,11578,8182,-8196,28928,12057,10651
940,940,0,8182,-13,-16385,17664,42548,12333
941,941,0,4230,-8205,-8191,-25088,21742,21428
942,942,0,-13,-14197,8193,-22528,-27009,24185
943,943,0,-4254,-16385,16384,20736,-27592,14409
944,944,0,-8205,-14189,8188,27136,12385,5709
945,945,0,-11596,-8189,-8196,-14848,13883,8091
946,946,0,-14197,3,-16385,-29952,-32588,10550
947,947,0,-15830,8197,-8191,8192,-48245,1084
948,948,0,-16385,14193,8193,31744,-5588,-11113
949,949,0,-15826,16384,16384,-2048,24503,-11121
950,950,0,-14189,14183,8188,-32256,-5586,-3606
951,951,0,-11584,8182,-8196,-5120,-37307,-4552
952,952,0,-8189,-13,-16385,31232,-14662,-13310
953,953,0,-4238,-8205,-8191,11264,18939,-15312
954,954,0,3,-14197,8193,-28928,875,-8664
955,955,0,4245,-16385,16384,-17664,-33976,-7363
956,956,0,8197,-14189,8188,25088,-17516,-14937
957,957,0,11589,-8189,-8196,22528,28237,-17449
958,958,0,14193,3,-16385,-20736,27973,-8209
959,959,0,15827,8197,-8191,-27136,-10639,-190
960,960,0,16384,14193,8193,14848,-9259,-2826
961,961,0,15823,16384,16384,29952,40376,-4788
962,962,0,14183,14183,8188,-8192,58063,5904
963,963,0,11578,8182,-8196,-31744,15129,19681
964,964,0,8182,-13,-16385,2048,-18124,21003
965,965,0,4230,-8205,-8191,32256,6126,13846
966,966,0,-13,-14197,8193,5120,30335,13646
967,967,0,-4254,-16385,16384,-31232,56,19524
968,968,0,-8205,-14189,8188,-11264,-39583,17097
969,969,0,-11596,-8189,-8196,28928,-24517,5064
970,970,0,-14197,3,-16385,17664,11188,-1699
971,971,0,-15830,8197,-8191,-25088,-629,1310
972,972,0,-16385,14193,8193,-22528,-38868,989
973,973,0,-15826,16384,16384,20736,-29769,-8852
974,974,0,-14189,14183,8188,27136,17198,-15188
975,975,0,-11584,8182,-8196,-14848,22085,-8990
976,976,0,-8189,-13,-16385,-29952,-24390,-2345
977,977,0,-4238,-8205,-8191,8192,-42245,-8150
978,978,0,3,-14197,8193,31744,-2197,-17693
979,979,0,4245,-16385,16384,-2048,26696,-16031
980,980,0,8197,-14189,8188,-32256,-1900,-7354
981,981,0,11589,-8189,-8196,-5120,-29107,-6910
982,982,0,14193,3,-16385,31232,325,-13323
983,983,0,15827,8197,-8191,11264,41329,-11577
984,984,0,16384,14193,8193,-28928,29141,202
